TPN,Description,115-PCA000007-E   F16S,115-PCA000037-E   PSM02,103-PCA000027-E   PSU,104-PCA000001-E     AC-DC,115-PCA000039-E    A162,115-PCA000084-E   ELAN01,130-PCA000207-E   ELAN04,140-SKU000004-P,141-PCA000002-E    ST63,141-PCA000024-E    ELAN10,170-PCA000002-E   FTU,170-PCA000003-E    OAM,170-PCA000084-E    PFU3,170-PCA000256-E    OFA,170-PCA000003-E    OAM,170-PCA000084-E    PFU3,130-PCA000207-E   ELAN04,104-PCA000001-E     APASU03,104-PCA000002-E  DPSU03,104-PCA000003-E  P02FP,104-PCA000004-E CP8E,170-PCA000002-E   FTU,170-PCA000002-E   FTU,170-PCA000084-E    PFU3,170-PCA000003-E    OAM,160-PCA000049-L,130-PCA000207-E   ELAN04,115-PCA000084-E   ELAN01,104-PCA000025-E,170-PCA000002-E   FTU,170-PCA000003-E    OAM,170-PCA000084-E    PFU3,104-PCA000002-E  DPSU03,115-PCA000037-E   PSM02,104-PCA000003-E  P02FP,001-PCA000062-E  BBT2,130-PCA000205-E DPU12,103-PCA000027-E PSU,103-PCA000036-E LTC8,115-PCA000039-E A162,170-PCA000256-E OFA,141-PCA000002-E ST63
999-CFC000021-M,Heatsink TO220 Extruded Vertical 12.7 degC/W,,1,,1,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,1,,,,,,,,
999-CFC000022-M,28.5(W)X28.5(L)X10(H)mmXmmXmm Push pin type,,,,,2,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,2,,
999-CFC000032-M,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
999-CFC000037-M,Heatsink Flower D PAK,,,,,,,,,,,2,,,1,,,,,,,,2,2,,,,,,,2,,,,,,,,,,,1,
999-CFC000038-M,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,
999-CFC000044-M,Heat Sink Plate Fine with cuts 10mm Height x 40mm x 40mm,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
999-CFC000045-M,"Aluminium Pin Fin Heat Sink, 17mm x 17mm x 20mm",,,,,,,1,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,
999-CFC000050-M,Heat Sink Plate Fine with cuts 9mm Height x 40mm x 40mm,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
999-CFC000072-M,"Heat Sink, 30mmx30mm, 10mm height",,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
999-CFC000091-M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,
999-CFC000101-M,"Heatsink, Extruded, 50mmx50mm, 9mm Ht, BGA",,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999-CFC000102-M,"Heatsink,,25.4X25.4X9 mm, BGA",,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999-CFC000112-M,"Heatsink, A 6063 (aluminium alloy), black anodized, 35x35mm, 25mm, 4 Degree/W, BGA, Non PCB mount/Glue Mount",,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999-CFC000119-M,"Copper Heat Sink, 52mm x 52mm x 21mm, with horizontal clip, flat-head screws, standoffs and washers",,,,,,,1,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,
999-CFC000120-M,"Copper Heat Sink, 38mm x 38mm x 21mm, with horizontal clip, flat-head screws, standoffs and washers",,,,,,,1,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,
999-CGC000049-M,STICKER WEEE LABEL 10x13 mm,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
999-CHC000006-X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
999-CHC000007-X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
999-CIC000032-E,"DC-DC converter input filter module, 4A, 0-80V, SMT, 28mmX20mm",,,,,,,,,,,,1,,1,1,,,,,,,,,,1,,,,,,1,,,,,,,,,,1,
999-CIC000040-E,"EMI GASKET, LOW COMPRESSION FORCE-SEMI SLOT FINGER",,,,,,,,,2,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2
999-CIC000050-E,EMI SOFT Gasket 3856 Profile 2 inchs,,,,,,,,,,,2,,,,,,,,,,,2,2,,,,,,,2,,,,,,,,,,,,
999-CIC000054-E,EMI SOFT Gasket 3856 Profile 92mm (3.62 inchs),,,,,,,,,,,3,,,,,,,,,,,3,3,,,,,,,3,,,,,,,,,,,,
999-CJC000001-E,Switch Dual parallel SPST Momentary ON SMD,,,,,,1,,,,1,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,
999-CJC000002-M,SOUTHCO OFFSET EJECTOR LEFT-TJ1700,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
999-CJC000003-M,SOUTHCO OFFSET EJECTOR RIGHT-TJ1700,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
999-CJC000005-E,"Switch Board Mount Right angled SPDT Momentary ON, 30V, 0.1A TH",,,,,,,,,,,,,,,,,,,,,1,,,,,2,,,,,,,,,,,,,1,,,
999-CJC000010-E,SWITCH BOARD MOUNTABLE SPDT WITH LOCK ACTUATOR,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
999-CJC000012-E,Switch DIP 4 Position Slide TH DIP08,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
999-CJC000014-E,Switch Rocker SPDT Rt Angle PCB Mount TH,,,1,1,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,1,,,,
999-CJC000017-E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
999-CJC000018-E,Switch Slide SPDT 30V 0.2A RT PCB Mount,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,
999-CJC000020-E,Right Angled SMD Switch (SPST),,,,,,,1,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,
999-CJC000021-E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
999-CJC000024-E,"Switch, 120V AC or 28V DC, 1A, Verticle Right angle PC Through hole, SPDT",,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999-CKC000019-E,Power Converter 48 V Input 12 V 16.7 A Output 200 W Active Low On/Off Logic HALF_BRICK Power Converter LAMBDA Make,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
999-CKC000021-E,"Non-Isolated DC-DC Power Module, Vi = 8.3V to 14V, Vo = 0.75V to 5.5V@16A, SMT",,,,,,,5,,1,,,,,,,,5,,,,,,,,,,5,,,,,,,,,,,,,,,1
999-CKC000022-E,"Non-Isolated DC-DC Power Module, Vi = 8.3V to 14V, Vo = 0.75V to 5.5V@6A, SIP",,,,,,,2,,,,,,,,,,2,,,,,,,,,,2,,,,,,,,,,,,,,,
999-CKC000023-E,"6A , 3.3V Input Non Isolated, Wide-Output Adjust Power Module.",,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
999-CKC000029-E,"6A ,3.3/5 V Input Non Isolated,0.75-3.3V output adjust, Point of Load (POL), SIP    pkg.",,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
999-CKC000032-E,Eighth-Brick Isolated DC-DC Converters 48V input to 3.3V 20A output Through Hole,,,,,,,,,,,,1,,,1,,,,,,,,,,1,,,,,,1,,,,,,,,,,,
999-CKC000040-E,2.95-5.5 VIN 5-15V VOUT 12W booster voltage converter,,,,,,,,,,,,1,,,1,,,,,,,,,,1,,,,,,1,,,,,,,,,,,
999-CKC000053-E,POWER BRICK;Eighth-Brick Isolated DC-DC Converters 48V input to 3.3V 25A output Through Hole,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999-CKC000062-E,"Power convertor, DC-DC Isolated, 36~75Vin, 12V output, 25W, 2A, 1x1 sized",,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999-CKC000138-E,"Power converter Isolated(1500VDC) DC-DC Module: 36-75V Input, 5V,10A Output, Sixteenth-brick 33.02 x 22.86 x 9.90 mm TH.",,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
999-CLC000001-E,"IC 3.3V ABT 16-BIT BUFFERS/DRIVERS WITH 3-STATE OUTPUTS,   Digital SMD SSOP48",,,,,2,3,,2,1,,,,,,,,,,,1,7,,,,,10,,3,,,,,,,1,,,,14,2,,1
999-CLC000002-E,"IC 3.3-V ABT 16-BIT BUSS WITH 3-STATE OUTPUTS, Digital SMD SSOP48",,,,,1,1,,,,,,,,,,,,,,1,2,,,,,5,,1,,,,,,,1,,,,5,1,,
999-CLC000006-E,,,,,,,,,1,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,
999-CLC000007-E,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,
999-CLC000008-E,IC 74LVX14MTC 14Pin TSSOP Low Voltage CMOS Hex Schmitt Inverter SMD TSSOP14,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,2,,,
999-CLC000009-E,"IC Low-Cost 3.3V, 9 Output,Zero Delay 10-133MHz Clock Buffer, SMD SO16S",,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,3,,,
999-CLC000013-E,"IC SEVEN DARLINGTON ARRAYS, LED/Relay Driver, Digital SMD SO16S",1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,1,,,
999-CLC000014-E,"IC Low-Cost 3.3V, 5 Output,Zero Delay Buffer, SMD SO08",,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
999-CLC000017-E,"IC Low-Cost 3.3V, 8 Output,Zero Delay 10-133MHz Clock Buffer with 2XREF Second Bank, SO16S",,,,,,1,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,1,,,
999-CLC000018-E,"Diode 35V 8A Schottky Barrier, DPAK",,,,,1,1,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,2,1,,
999-CLC000023-E,"IC 3.3V Micro-processor Supervisory Circuit, 3V Threshold, SO08",,,,,,1,1,,,,,,,,,,1,,,,,,,,,1,1,1,,,,,,,,,,,1,,,
999-CLC000024-E,"IC Precision Voltage-to-Frequency, Industrial grade, TH DIP8",,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
999-CLC000027-E,"IC -100V Simple Swapper Hot-Swap Controllers, 300mV Threshold, Active Low Power Good Output, SOT23-6",,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
999-CLC000029-E,"IC Serial Interface ACPI-Compatible Microprocessor System Hardware Monitor, SO24",3,,,,2,1,1,,,,,1,,,1,,1,,,,,,,,1,2,1,1,,,1,,,,,,,,2,2,,
999-CLC000035-E,"IC Low Power Quad Operational Amplifiers, 5-36V, 1MHz, 1V/uS, SMD SO14",,2,1,1,,,,,,,,,,,,,,1,1,,,,,,,,,,1,,,,1,2,,,,1,,,,
999-CLC000051-E,"IC Multi-Output, Low-Noise Power-Supply Controller with OV/UV Protection SSOP28",,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,
999-CLC000052-E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
999-CLC000053-E,IC 3V-12V Hot Swap Controller with Latched over-current prortection SO08,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,
999-CLC000054-E,IC 3.3V Low Power uP Reset Circuit SMD SOT23,,,,,,,,,1,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,1,,1,1
999-CLC000059-E,"IC Zero delay Clock Buffer/Multiplier, SMD",,,,,,1,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,1,,,
999-CLC000073-E,IC  LOW-VOLTAGE ADJUSTABLE PRECISION SHUNT REGULATORS GENERAL PURPOSE IC/BUFFERS/TEMP SENSORS/RTC/REGULATOR IC SMDSOT23-5,,1,,2,,,,,,,,,,,,,,2,3,,,,,,,,,,2,,,,3,1,,,,,,,,
999-CLC000076-E,IC 16-bit buffer with 3 state output having 22 ohm series termination GENERAL PURPOSE IC/BUFFERS/TEMP SENSORS/RTC/REGULATOR IC SMDtssop48,,,,,,2,,,,2,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,1,,,
999-CLC000077-E,IC 16 -bit bidirectional buffer with 3 state output having 22 ohm series termination GENERAL PURPOSE IC/BUFFERS/TEMP SENSORS/RTC/REGULATOR IC SMDtssop48,,,,,,1,1,,,1,,,,,,,1,,,,,,,,,1,1,1,,,,,,,,,,,,,,
999-CLC000078-E,IC 18 BIT BUS-INTERFACE FLIP-FLOP WITH 3- STATE OUTPUT SMDTSSOP56,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,5,,,
999-CLC000080-E,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
999-CLC000081-E,"IC Miniature, 300MHz, Single-Supply, Rail-to-Rail Dual Op Amp  SMDSO08",,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,
999-CLC000084-E,"IC High-Frequency, Current-Mode PWM Buck Controller  SMD10uMAX",,,,,1,,,,,,,,,,,,,,,2,,,,,,2,,,,,,,,,2,,,,1,1,,
999-CLC000085-E,IC Serial Real-Time Clock  SMD8uSOP,,,,,,,1,,,,,,,,,,1,,,,1,,,,,1,1,,,,,,,,,,,,1,,,
999-CLC000086-E,IC 1.5A Fast Ultra Low Dropout Linear Regulator GENERAL PURPOSE IC/BUFFERS/TEMP SENSORS/RTC/REGULATOR IC SMDTO263-5,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,
999-CLC000089-E,IC DDR Termination Regulator  SMD SO08,,,,,,2,4,1,,,,,,,,,4,,,1,,,,,,2,4,2,,,,,,,1,,,,,,,
999-CLC000091-E,IC FAST ADJUSTABLE ULTRA LOW DROPOUT LINEAR REGULATOR  SMD d2pak-5,,,,,3,3,,,,,,,,,,,,,,,5,,,,,,,3,,,,,,,,,,,2,3,,
999-CLC000095-E,IC Multiple-Output Power-Supply Controllers with RESET and Sequencing  SMD QFN32,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
999-CLC000096-E,IC 2:1 general purpose multiplexer  SMD SC88,,,,,,2,2,,,,,,,,,,2,,,,,,,,,1,2,2,,,,,,,,,,,1,,,
999-CLC000111-E,IC Adjustable Precision Zener Shunt Regulator  SMD SOT23,1,2,,,,,,,,,,,1,,,1,,,,,,,,1,,,,,,,,1,,2,,,3,,,,,
999-CLC000112-E,IC LDO Adjustable Vout 1.2V - 37V Iout 100mA SOIC-8  SMD SOIC-8,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,1,,,,,,
999-CLC000114-E,IC SMART Hot Swap  Inrush Limiter  SMD PLLP12,,,,,1,1,1,,1,,,,,,,,1,,,,,,,,,1,1,1,,,,,,,,,,,,1,,1
999-CLC000115-E,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,
999-CLC000116-E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,
999-CLC000123-E,IC 10-port I2C Expander SMD MAX7316ATE,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999-CLC000126-E,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
999-CLC000128-E,"IC 3.3V Micro-processor Supervisory Circuit, 3V Threshold SMD SO08",,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999-CLC000134-E,IC 3.3V Low Power uP Reset Circuit SMD SOT23,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,
999-CLC000137-E,"IC ±3°C Accurate, Factory Preset Thermostat IC SMD SOT23-5",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,
999-CLC000139-E,IC Serial Real-Time Clock SMD UMSO08,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999-CLC000141-E,"IC 3V to 12V Current-Limiting Hot Swap Controller with Autoretry, DualSpeed/BiLevel Fault Protection SMD SO08",,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999-CLC000144-E,IC 2:1 Multiplexer SMD SC88,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,
999-CLC000152-E,2-Wire-Interfaced 16-Bit I/O Port Expander with Interrupt and Hot-Insertion Protection,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
999-CLC000155-E,"LM211, Precision Comparator, Single, SO-8",,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,
999-CLC000158-E,Opto-Coupler 480V RMS Working Voltage 7-50% Digital O/P TH DIP8,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
999-CLC000159-E,IC High Voltage Dual Interleaved Current Mode Controller with Active Clamp TSSOP20,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
999-CLC000160-E,IC Forward Synchronous MOSFET driver SMD SO08,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,
999-CLC000161-E,IC Active Clamp Current Mode PWM Controller for DC-DC Applications SMD SO16,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,1,,,,,
999-CLC000162-E,"Power converter DC-DC ULTRA LDO, VIN=1.425V TO 3.6V, IOUT=4A, 16-TQFN",,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
999-CLC000164-E,"VLDO, VIN=1.14V TO 3.5V, IOUT=1.5A, 10-DFN",,,,,,,2,,,,,,,,,,2,,,,,,,,,,2,,,,,,,,,,,,,,,
999-CLC000167-E,"4-Channel I2C Bus Switch with Reset, SMT-TSSOP16",,,,,,,1,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,
999-CLC000169-E,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,
999-CLC000170-E,Dual 5A compound gate driver SMD MSOP8,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,
999-CLC000173-E,Low Voltage Dual Supply 4-Bit Signal Translator,,,,,,,2,,,,,,,,,,2,,,,,,,,,,2,,,,,,,,,,,,,,,
999-CLC000176-E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999-CLC000177-E,IC 10A PWM Internal FET Step-Down Regulator SMD QFN32,,,,,,3,,,,1,,,,,,,,,,,,,,,,2,,3,,,,,,,,,,,,,,
999-CLC000178-E,IC 1.425-3.6V In 2A 0.2V Dropout LDO Regulator SMD TSSOP14,,,,,,,,2,2,1,1,2,,1,2,,,,,,,1,1,,2,4,,,,1,2,,,,,,,,,,1,2
999-CLC000180-E,IC Low-Voltage DDR Linear Regulator SMD TDFN10 3mmx3mm,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999-CLC000182-E,"IC 2.5V, 1.5A Fast Ultra Low Dropout Linear Regulator  SMD TO263-5",,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,
999-CLC000185-E,IC 50kHz-600KHz Step-down PWM Controller IC LLP08,,1,,,,,,,,,,,1,,,1,,,,,,,,1,,,,,,,,1,,1,,1,,,,,,
999-CLC000200-E,"IC 200MHz 1:4 Clock Fanout Buffer 2.5V, 3.3V, 5.0V DFN8 SMD",,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999-CLC000204-E,"IC,Hot swappable one bi-directional signal and one uni-direction signal I2C isolator",,,,,,,,,,,1,,1,,,1,,,,,,1,1,1,,,,,,1,,1,,,,,,,,,,
999-CLC000207-E,LM20 Analog output Temperature sensor SC70 2.4V-5.5V,,,,,,,,,,,,,1,,,1,,,,,,,,1,,,,,,,,1,,,,,2,,,,,
999-CLC000211-E,"Simple switcher, 75V, 1.5A Step down switching",,,,,,,,,,,1,,,,,,,,,,,1,1,,,,,,,1,,,,,,,,,,,,
999-CLC000216-E,"IC 3.3-V ABT 16-BIT BUS WITH 3-STATE OUTPUTS, Digital PBGA54",,,,,,,3,,,,,,,,,,3,,,,,,,,,,3,,,,,,,,,,,,,,,
999-CLC000221-E,Totem Pole 5A(peak) gate driver SOT23-6,,,,,,,,,,,,,6,,,6,,,,,,,,6,,,,,,,,6,,,,,1,,,,,
999-CLC000223-E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
999-CLC000224-E,IC 25A PWM Internal FET Step-Down Regulator SMD TQFN56,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999-CLC000243-E,"IC, TSSOP16, 3.3V Quad, 2:1 Mux/DeMux Fast Ethernet LAN Switch with Single Enable",,,,,,,1,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,
999-CLC000246-E,"IC, 2:1 DIFFERENTIAL-TO-LVDS MULTIPLEXER 3.3V SMD 16-Lead VFQFN",,,,,,,1,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,
999-CLC000249-E,"IC -100V Simple Swapper Hot-Swap Controllers, NO Threshold, Active Low Power Good Output, SOT23-6",,,,,,,,1,,,2,1,,1,1,,,,,,,2,2,,1,,,,,2,1,,,,,,,,,,1,
999-CLC000250-E,"IC, BUFFER,1:5 Clock Buffer,SO08, SMD",,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999-CLC000253-E,IC I2C bus PWM Fan controller & system monitor with GPIO,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999-CLC000257-E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
999-CLC000259-E,"IC,NCP1117,LDO Regulator,DPAK,Vin=15V,Vout=3.3V@1A",,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999-CLC000260-E,"Buffer/Driver 32-Bit, 3.3V with 3 State Outputs, SMD LFBGA-96, Pb-Free",,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999-CLC000278-E,IC Amplifier Rail-to-Rail single opamp 300Mhz SOT23 5pin ,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999-CLC000283-E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
999-CLC000287-E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
999-CLC000293-E,High Accuracy Ultra Low Iq 500 mA Adjustable Low Dropout Regulator 2.6V to 12V Input ,,,,,,,,,,,,,1,,,1,,,,,,,,1,,,,,,,,1,,,,,2,,,,,
999-CLC000308-E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
999-CLC000377-E,"IC, 16-Bit Bus transceiver and transparent D-Latch with 8 independent buffers",,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999-CLC000380-E,"IC 3.3V, 9 Output,Zero Delay 10-133MHz Clock Buffer, SMD SO16S",,,,,,2,1,,,,,,,,,,1,,,,,,,,,,1,2,,,,,,,,,,,,,,
999-CLC000398-E,OP-AMP 2.2V to 5.5V 5.5MHz Low-Noise Low Quiescent Current  Precision Operational Amplifier e-trim Series SOT23-5,,,,,,,,,,,,,1,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,,,
999-CLC000426-E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
999-CLC000554-E,IC Active Clamp/Reset PWM controller SO16 SMD 100V Startup ,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,
999-CMC000026-E,IC 2.5/3.3V Diff. LVPECL 1:9 clock buffer and divider  SMD LQFP32,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
999-CMC000027-E,IC SONET/SDH Clock Multiplier  SMD FBGA64,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,1,,
999-CMC000030-E,IC IC FailSafe 2.5/3.3 V Zero Delay with 4.17- 170Mhz Clock  Buffer with 2 Ref I/P & 4 O/P  SMD TSSOP16,,,,,,1,1,,,,,,,,,,1,,,,,,,,,,1,1,,,,,,,,,,,,,,
999-CMC000032-E,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
999-CMC000137-E,"IC, ZL30156 Timing component, Clock generator,100 Pin CABGA, SMD (Rev H Part)",,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999-CMCT00050-E,STM-16 SDH/SONET line card synchroniser (ZL30123),,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
999-CMCT00054-E,"IC, Timing component, SONET/SDH, G.8262/Stratum3 Synchronizer, 100 Pin CABGA, SMD",,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999-COC000012-E,"Current Sense Amplifier, IC",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,
MISC-0946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
